2021-12-05 13:38:14+00:00,"b""@rightistankita @RahulGandhi #Sikhs will be fooled ? Turbaned Christian #Punjab CM #ChanniWithSandMafia !Hindu Dalit,Guru Sikh &amp; Converted Christian with truban! #MeToo accused politican get women vote? @sherryontopp  does @INCIndia Clean Bold? @capt_amarinder's Pakistani girl friend\xf0\x9f\x91\x89https://t.co/AVXBavhMJm"""
2021-12-05 13:38:01+00:00,"b'RT @Filmona12: The #NoMore movement was by far bigger than the, #MeToo movement, or the Tigray #Genocide \xe2\x80\x9cFiasco\xe2\x80\x9d from last year!\nThe #NoMo\xe2\x80\xa6'"
2021-12-05 13:37:54+00:00,b'RT @Khushi4justice: Who paid Rajeev Masand  to write malicious blinds one after another on Sushant? Who was behind the false #metoo allegat\xe2\x80\xa6'
2021-12-05 13:37:51+00:00,b'RT @jodikantor: NEW: Chris Cuomo was fired three days after the network received a new accusation of sexual misconduct from a former junior\xe2\x80\xa6'
2021-12-05 13:37:50+00:00,b'RT @jodikantor: NEW: Chris Cuomo was fired three days after the network received a new accusation of sexual misconduct from a former junior\xe2\x80\xa6'
2021-12-05 13:37:47+00:00,"b'@fuck_off_korea Unlike normal people, Japanese attack sexual violence victims as an isolated target. \n[In Japan, sexual harassment isn\xe2\x80\x99t a crime. Women who say #MeToo are targets]=\xe6\x97\xa5\xe6\x9c\xac\xe5\xa0\xb1\xe9\x81\x93(Wow!Japan)\nhttps://t.co/nbM6rxmGK7'"
2021-12-05 13:37:40+00:00,"b""@ANI #Sikhs will be fooled ? Turbaned Christian #Punjab CM #ChanniWithSandMafia !Hindu Dalit,Guru Sikh &amp; Converted Christian with truban! #MeToo accused politican get women vote? @sherryontopp  does @INCIndia Clean Bold? @capt_amarinder's Pakistani girl friend\xf0\x9f\x91\x89https://t.co/AVXBavhMJm"""
2021-12-05 13:37:26+00:00,"b""@AamAadmiParty @CHARANJITCHANNI @raghav_chadha #Sikhs will be fooled ? Turbaned Christian #Punjab CM #ChanniWithSandMafia !Hindu Dalit,Guru Sikh &amp; Converted Christian with truban! #MeToo accused politican get women vote? @sherryontopp  does @INCIndia Clean Bold? @capt_amarinder's Pakistani girl friend\xf0\x9f\x91\x89https://t.co/AVXBavhMJm"""
2021-12-05 13:37:23+00:00,b'RT @jodikantor: NEW: Chris Cuomo was fired three days after the network received a new accusation of sexual misconduct from a former junior\xe2\x80\xa6'
2021-12-05 13:37:23+00:00,b'RT @jodikantor: NEW: Chris Cuomo was fired three days after the network received a new accusation of sexual misconduct from a former junior\xe2\x80\xa6'
2021-12-05 13:37:10+00:00,"b""@AamAadmiParty @CHARANJITCHANNI #Sikhs will be fooled ? Turbaned Christian #Punjab CM #ChanniWithSandMafia !Hindu Dalit,Guru Sikh &amp; Converted Christian with truban! #MeToo accused politican get women vote? @sherryontopp  does @INCIndia Clean Bold? @capt_amarinder's Pakistani girl friend\xf0\x9f\x91\x89https://t.co/AVXBavhMJm"""
2021-12-05 13:36:47+00:00,"b""@DeolSirsa #Sikhs will be fooled ? Turbaned Christian #Punjab CM #ChanniWithSandMafia !Hindu Dalit,Guru Sikh &amp; Converted Christian with truban! #MeToo accused politican get women vote? @sherryontopp  does @INCIndia Clean Bold? @capt_amarinder's Pakistani girl friend\xf0\x9f\x91\x89https://t.co/AVXBavhMJm"""
2021-12-05 13:36:32+00:00,"b""@AAPPunjab #Sikhs will be fooled ? Turbaned Christian #Punjab CM #ChanniWithSandMafia !Hindu Dalit,Guru Sikh &amp; Converted Christian with truban! #MeToo accused politican get women vote? @sherryontopp  does @INCIndia Clean Bold? @capt_amarinder's Pakistani girl friend\xf0\x9f\x91\x89https://t.co/AVXBavhMJm"""
2021-12-05 13:36:27+00:00,b'RT @jodikantor: NEW: Chris Cuomo was fired three days after the network received a new accusation of sexual misconduct from a former junior\xe2\x80\xa6'
2021-12-05 13:35:44+00:00,b'RT @jodikantor: NEW: Chris Cuomo was fired three days after the network received a new accusation of sexual misconduct from a former junior\xe2\x80\xa6'
2021-12-05 13:35:35+00:00,b'@thehill It\xe2\x80\x99s now sexual harassment as well. So what you\xe2\x80\x99re attempting to excuse here is sexual predation by both brothers. That\xe2\x80\x99s very #metoo of you The Hill.'
2021-12-05 13:35:22+00:00,"b""#Sikhs will be fooled ? Turbaned Christian #Punjab CM #ChanniWithSandMafia !Hindu Dalit,Guru Sikh &amp; Converted Christian with truban! #MeToo accused politican get women vote? @sherryontopp  does @INCIndia Clean Bold? @capt_amarinder's Pakistani girl friend\xf0\x9f\x91\x89https://t.co/AVXBavhMJm"""
2021-12-05 13:34:47+00:00,b'RT @bainjal: The third rate mercenary trolls busy abusing Vinod Dua have zero shame. Terrified by his journalism the same people tried to f\xe2\x80\xa6'
2021-12-05 13:33:54+00:00,b'@ChrisCuomo Lots of support expressed by women here. Whatever happened to #metoo?'
2021-12-05 13:33:52+00:00,"b'RT @ST_Culture: \xe2\x80\x9cAnd #MeToo,\xe2\x80\x9d Colman adds, \xe2\x80\x9cwas a moment when everyone went, \xe2\x80\x98Hang on a minute \xe2\x80\x94 no.\xe2\x80\x99\xe2\x80\x9d https://t.co/a20cNYitC5'"
2021-12-05 13:33:48+00:00,"b'RT @meiklwagner: Gold, Ros\xc3\xa9Gold, printed on Paper with the best from Hewlett Packard. \n#FridaysForFuture #Berlin\xf0\x9f\x91\x91 #HPBusiness #IBM #Apple @\xe2\x80\xa6'"
2021-12-05 13:33:23+00:00,b'#metoo has caught up the #themtoo in Canberra #auspol https://t.co/tl8C4E1Op3'
2021-12-05 13:33:09+00:00,"b""RT @PostScarcityPal: If you want to know what rape culture is, it's a bunch of liberals expressing their sympathy for Chris Cuomo. #MeToo"""
2021-12-05 13:32:22+00:00,b'RT @jodikantor: NEW: Chris Cuomo was fired three days after the network received a new accusation of sexual misconduct from a former junior\xe2\x80\xa6'
2021-12-05 13:31:52+00:00,b'On-screen character of #HarveyWeinstein in #CurbYourEnthusiasm #CURB #jeffgarlin LIVES TO REAL-LIFE PORTRAY as a #MeToo offender #TheGoldbergs @TheGoldbergsABC  https://t.co/FVXTxh7UYC'
2021-12-05 13:31:24+00:00,b'@christi91823779 @CNNPR \xe2\x80\x9cHelped a family member\xe2\x80\x9d. - protecting him against credible accusations of sexual assault.  No #metoo ?'
2021-12-05 13:31:23+00:00,"b'RT @CaryRyan14: #MeToo #16Days this year I\xe2\x80\x99m just sad. I\xe2\x80\x99m sad women still have to fight for their rights\xe2\x80\xa6. For their lives\xe2\x80\xa6 I\xe2\x80\x99m sad, I\xe2\x80\x99m t\xe2\x80\xa6'"
2021-12-05 13:31:03+00:00,b'RT @do_kinder: @BRAINCURES @Suzanne_Garrett @MarikaSboros @ProfTimNoakes @richardjparfitt @DaveRG47 @seis_matters @MilesPadgett @MeTooSTEM\xe2\x80\xa6'
2021-12-05 13:30:56+00:00,b'RT @VeritasSussex: Stalking in the workplace can have severe and some times fatal consequences for the victim and their colleagues. Train y\xe2\x80\xa6'
2021-12-05 13:30:55+00:00,"b'RT @FirstThemNEWS: Ronald E. Styche III, 43, to serve 20 years in prison for raping two children.\nhttps://t.co/TQWoDLQym7\n#FirstThem \xf0\x9f\x91\x89\xf0\x9f\x8f\xbf #me\xe2\x80\xa6'"
2021-12-05 13:30:34+00:00,b'RT @harmony_kent: #Backstage by @harmony_kent \n\n#Erotica #Romance #Thriller \n\nBUY NOW: https://t.co/iHAVpOqBlg\nTHE PERFECT STORM\nOF ROMANCE\xe2\x80\xa6'
2021-12-05 13:30:27+00:00,b'And this is 100% what I needed when I was with my abusive ex. #Survivor #metoo #victim https://t.co/yLcjViKWtX'
2021-12-05 13:30:20+00:00,"b'@ChrisCuomo Well, if the allegations are true, then you breached workplace code of conflict of interest just  like #trump,  the man you always railed for the same thing.  Birds of a feather. #metoo #ChrisCuomo'"
2021-12-05 13:29:43+00:00,b'RT @jodikantor: NEW: Chris Cuomo was fired three days after the network received a new accusation of sexual misconduct from a former junior\xe2\x80\xa6'
2021-12-05 13:29:02+00:00,b'RT @mbalter: So the Cuomos are a band of sexual harasser brothers? #MeToo'
2021-12-05 13:28:57+00:00,b'So the Cuomos are a band of sexual harasser brothers? #MeToo'
2021-12-05 13:28:46+00:00,b'RT @jodikantor: NEW: Chris Cuomo was fired three days after the network received a new accusation of sexual misconduct from a former junior\xe2\x80\xa6'
2021-12-05 13:28:21+00:00,"b'RT @FirstThemNEWS: Henry William Hauser Jr., 54, charged with chaining a #homeless woman in his garage and raping her repeatedly for two we\xe2\x80\xa6'"
2021-12-05 13:27:59+00:00,"b'RT @meiklwagner: Gold, Ros\xc3\xa9Gold, printed on Paper with the best from Hewlett Packard. \n#FridaysForFuture #Berlin\xf0\x9f\x91\x91 #HPBusiness #IBM #Apple @\xe2\x80\xa6'"
2021-12-05 13:27:54+00:00,"b'RT @FirstThemNEWS: Zachariah B. Johnson, a correctional officer with the Johnson County Sheriff\xe2\x80\x99s Office, arrested after raping a female in\xe2\x80\xa6'"
2021-12-05 13:27:40+00:00,b'RT @SalmaAkthar5: What the hell is he doing???#Arcane #VickyKatrinaWedding #Astroworld #WimpyKid #Qatar2022 #EienPressureTH #FireBenning #d\xe2\x80\xa6'
2021-12-05 13:27:31+00:00,b'RT @jodikantor: NEW: Chris Cuomo was fired three days after the network received a new accusation of sexual misconduct from a former junior\xe2\x80\xa6'
2021-12-05 13:27:01+00:00,b'RT @jodikantor: NEW: Chris Cuomo was fired three days after the network received a new accusation of sexual misconduct from a former junior\xe2\x80\xa6'
2021-12-05 13:26:53+00:00,"b'RT @kazimtweets: We cannot miss that despite being a wonderful journalist whose ways of journalism I liked most,  #VinodDua was a #Metoo ac\xe2\x80\xa6'"
2021-12-05 13:26:50+00:00,b'RT @Mac72Terry: What does #metoo think of @ChrisCuomo harassing and bullying his brothers victims?  #Cuomo #victims'
2021-12-05 13:26:39+00:00,"b'RT @KaceyKells: KELLCEY ""This story not only bears witness to what countless other women have gone through, but also offers a message of ho\xe2\x80\xa6'"
2021-12-05 13:26:18+00:00,b'RT @bainjal: The third rate mercenary trolls busy abusing Vinod Dua have zero shame. Terrified by his journalism the same people tried to f\xe2\x80\xa6'
2021-12-05 13:26:13+00:00,b'RT @RakheeDubey4: On whose instructions bogus #MeToo articles were written about him?\n@ips_nupurprasad @PMOIndia @HMOIndia\nCBI Knows SSR Mu\xe2\x80\xa6'
2021-12-05 13:25:39+00:00,b'RT @jodikantor: NEW: Chris Cuomo was fired three days after the network received a new accusation of sexual misconduct from a former junior\xe2\x80\xa6'
2021-12-05 13:25:31+00:00,b'RT @bainjal: The third rate mercenary trolls busy abusing Vinod Dua have zero shame. Terrified by his journalism the same people tried to f\xe2\x80\xa6'
2021-12-05 13:25:25+00:00,b'RT @Varun_singhs: A moment for the #VinodDua  accused in  #MeToo https://t.co/OH6SSCC6y3'
2021-12-05 13:25:10+00:00,b'RT @jodikantor: NEW: Chris Cuomo was fired three days after the network received a new accusation of sexual misconduct from a former junior\xe2\x80\xa6'
2021-12-05 13:24:26+00:00,b'RT @jodikantor: NEW: Chris Cuomo was fired three days after the network received a new accusation of sexual misconduct from a former junior\xe2\x80\xa6'
2021-12-05 13:24:02+00:00,"b'RT @CheriDiNovo: The man who raped me has died. He was also like my brother.There is no relief,only grief. I share this because millions of\xe2\x80\xa6'"
2021-12-05 13:24:01+00:00,b'RT @harmony_kent: #Backstage by @harmony_kent \n\n#Erotica #Romance #Thriller \n\nBUY NOW: https://t.co/iHAVpOqBlg\nTHE PERFECT STORM\nOF ROMANCE\xe2\x80\xa6'
2021-12-05 13:24:01+00:00,b'RT @SalmaAkthar5: What the hell is he doing???#Arcane #VickyKatrinaWedding #Astroworld #WimpyKid #Qatar2022 #EienPressureTH #FireBenning #d\xe2\x80\xa6'
2021-12-05 13:23:47+00:00,b'@jodikantor I don\xe2\x80\x99t care if these allegations are substantial or not. Running interference for his brother by misusing his position as a journalist should be enough of a #metoo moment in itself'
2021-12-05 13:23:16+00:00,"b'RT @CheriDiNovo: The man who raped me has died. He was also like my brother.There is no relief,only grief. I share this because millions of\xe2\x80\xa6'"
2021-12-05 13:22:33+00:00,b'RT @jodikantor: NEW: Chris Cuomo was fired three days after the network received a new accusation of sexual misconduct from a former junior\xe2\x80\xa6'
2021-12-05 13:21:41+00:00,"b'RT @asmitabee: Sorry for sounding so cynical, but the #MeToo movement largely failed in India. It was, barring some instances, limited to T\xe2\x80\xa6'"
2021-12-05 13:21:37+00:00,b'RT @jodikantor: NEW: Chris Cuomo was fired three days after the network received a new accusation of sexual misconduct from a former junior\xe2\x80\xa6'
2021-12-05 13:21:27+00:00,b'RT @vitamin_me: @total_woke_ Not just #metoo .. Actually he used to edit his interviews to change the questions .. Check his interview with\xe2\x80\xa6'
2021-12-05 13:20:52+00:00,b'What the hell is he doing???#Arcane #VickyKatrinaWedding #Astroworld #WimpyKid #Qatar2022 #EienPressureTH #FireBenning #druck #GoodLuckSakhi #SpotifyWrapped #zonauang #Happiness #insiders #LouisVuitton #face2face #TWICE #JacquelineFernandez #MeToo https://t.co/xyLCz5MfPg'
2021-12-05 13:20:47+00:00,"b'I don\xe2\x80\x99t believe that China has real democracy. The Chinese people have no right to express their views on the Peng Shuai incident. The CCP controls all the media, no one dares to report the incident.#PengShuai #CCP #Metoo #FreePengShuai #China https://t.co/WxXpG3U20j'"
2021-12-05 13:19:56+00:00,"b'@Ruuuu1001 Unlike normal people, Japanese attack sexual violence victims as an isolated target. \n[In Japan, sexual harassment isn\xe2\x80\x99t a crime. Women who say #MeToo are targets]=\xe6\x97\xa5\xe6\x9c\xac\xe5\xa0\xb1\xe9\x81\x93(Wow!Japan)\nhttps://t.co/nbM6rxmGK7'"
2021-12-05 13:19:54+00:00,"b'@PrannoyRoyNDTV #PrannoyRoy is the same person whom #MeToo accused #VinodDua had accused of betrayal and attempting to destroy his career.\n\nToday, Prannoy is writing glowing tributes for he whom he betrayed if you were to believe words of #VinodDua.'"
2021-12-05 13:19:36+00:00,b'RT @jodikantor: NEW: Chris Cuomo was fired three days after the network received a new accusation of sexual misconduct from a former junior\xe2\x80\xa6'
2021-12-05 13:19:16+00:00,b'RT @0MaggiNoodles0: @Plippip2 @UnSubtleDesi I have no sympathy for someone accused #MeToo and someone who made fun of atal vihari bajpayee.'
2021-12-05 13:19:05+00:00,b'RT @jodikantor: NEW: Chris Cuomo was fired three days after the network received a new accusation of sexual misconduct from a former junior\xe2\x80\xa6'
2021-12-05 13:18:57+00:00,b'@CheriDiNovo I see you. It\xe2\x80\x99s surprising that the pain can be different than we expect isn\xe2\x80\x99t it? One of my abusers died recently too. I finally felt closure and peace 37 years later. It\xe2\x80\x99s a horrible waiting game. #MeToo'
2021-12-05 13:18:52+00:00,"b'RT @FirstThemNEWS: Zachariah B. Johnson, a correctional officer with the Johnson County Sheriff\xe2\x80\x99s Office, arrested after raping a female in\xe2\x80\xa6'"
2021-12-05 13:18:51+00:00,b'Laurie. And Teri. And Donalyn. I find Penny. And I find Pat. And I find Amy. And I find Angie. And I find the faces of #DisruptTexts. And I find the voices of #MeToo. I find Gae. I find Jane. I find Nikki. I find Ellen. I find Jo. And I find Kate. I find Pernille. Doing the work.'
2021-12-05 13:18:43+00:00,b'RT @jodikantor: NEW: Chris Cuomo was fired three days after the network received a new accusation of sexual misconduct from a former junior\xe2\x80\xa6'
2021-12-05 13:18:41+00:00,b'RT @jodikantor: NEW: Chris Cuomo was fired three days after the network received a new accusation of sexual misconduct from a former junior\xe2\x80\xa6'
2021-12-05 13:18:23+00:00,b'@CheriDiNovo Thank you for being so courageous. You are not alone either. \xe2\x9d\xa4\xef\xb8\x8f #MeToo'
2021-12-05 13:18:22+00:00,"b""I'm coming out. I'm a survivor. I was sexually assaulted by a woman on Friday night. It can happen to men too. #metoo"""
2021-12-05 13:18:08+00:00,b'RT @jodikantor: NEW: Chris Cuomo was fired three days after the network received a new accusation of sexual misconduct from a former junior\xe2\x80\xa6'
2021-12-05 13:17:54+00:00,"b'RT @total_woke_: Vinod Dua, a #metoo accused was part of the darbari establishment of Gandhi family and his contribution in defaming Hindus\xe2\x80\xa6'"
2021-12-05 13:17:09+00:00,b'RT @jodikantor: NEW: Chris Cuomo was fired three days after the network received a new accusation of sexual misconduct from a former junior\xe2\x80\xa6'
2021-12-05 13:17:06+00:00,"b'RT @meiklwagner: In Da Club - 50 Cent, 2002, Shady/Aftermath Entertainment/GUni/Interscope Records.\nOn YouTube: https://t.co/l6XPat8wxk\n\n#F\xe2\x80\xa6'"
2021-12-05 13:16:46+00:00,b'RT @harmony_kent: #Backstage by @harmony_kent \n\n#Erotica #Romance #Thriller \n\nBUY NOW: https://t.co/iHAVpOqBlg\nTHE PERFECT STORM\nOF ROMANCE\xe2\x80\xa6'
2021-12-05 13:16:46+00:00,b'RT @RakheeDubey4: On whose instructions bogus #MeToo articles were written about him?\n@ips_nupurprasad @PMOIndia @HMOIndia\nCBI Knows SSR Mu\xe2\x80\xa6'
2021-12-05 13:16:42+00:00,"b'RT @FirstThemNEWS: Ronald E. Styche III, 43, to serve 20 years in prison for raping two children.\nhttps://t.co/TQWoDLQym7\n#FirstThem \xf0\x9f\x91\x89\xf0\x9f\x8f\xbf #me\xe2\x80\xa6'"
2021-12-05 13:16:04+00:00,b'RT @Mollyploofkins: The Cuomo brothers are going to have to call Matt Lauer and find some real estate in New Zealand.\n \nSexual misconduct a\xe2\x80\xa6'
2021-12-05 13:15:59+00:00,b'RT @bainjal: The third rate mercenary trolls busy abusing Vinod Dua have zero shame. Terrified by his journalism the same people tried to f\xe2\x80\xa6'
2021-12-05 13:15:56+00:00,b'Hey @GoDaddy are you going to drop @ChrisCuomo website hosting https://t.co/cLjTKQIgGs? Or are you gonna be a bunch of cheesedicks and do nothing? Or do you only cancel Republicans? #cancelgodaddy #metoo'
2021-12-05 13:15:43+00:00,b'RT @StoatlyL: Apalling story of the abuse of power and sexual abuse of a child and her mother. #MeToo suggests not much has changed.'
2021-12-05 13:15:23+00:00,"b'RT @ArtisticBlower: The #metoo crowd is overwhelming. Oh, I forgot...ROSE MCEFFER DECIDED MAXWELL SURVIVORS ARE NOT WELCOME INTO ""her"" move\xe2\x80\xa6'"
2021-12-05 13:15:17+00:00,"b'RT @mrddmia: \xe2\x80\x9cBelieve All Survivors.\xe2\x80\x9d\n\n\xe2\x80\x9cMere Allegations Are Enough.\xe2\x80\x9d\n\n\xe2\x80\x9cPresumption of Guilt.\xe2\x80\x9d\n\nThose are the #MeToo rules, right?\n\nBasta,\xe2\x80\xa6'"
2021-12-05 13:15:13+00:00,b'RT @jodikantor: NEW: Chris Cuomo was fired three days after the network received a new accusation of sexual misconduct from a former junior\xe2\x80\xa6'
